Time,Voltage
12.288,2.4365234375
12.298,2.4462890625
12.308,2.4365234375
12.318,2.4462890625
12.328,2.4365234375
12.338,2.4462890625
12.348,2.44140625
12.359,2.451171875
12.369,2.44140625
12.379,2.451171875
12.388,2.4462890625
12.399,2.4560546875
12.409,2.4462890625
12.419,2.4560546875
12.429,2.4560546875
12.439,2.4609375
12.449,2.4560546875
12.459,2.4609375
12.469,2.4560546875
12.479,2.4609375
12.489,2.4609375
12.499,2.470703125
12.509,2.4658203125
12.519,2.470703125
12.529,2.4609375
12.539,2.470703125
12.549,2.4658203125
12.559,2.4755859375
12.569,2.470703125
12.579,2.4755859375
12.589,2.470703125
12.599,2.48046875
12.609,2.4755859375
12.619,2.48046875
12.629,2.48046875
12.639,2.48046875
12.649,2.48046875
12.659,2.48046875
12.669,2.48046875
12.679,2.4853515625
12.689,2.4853515625
12.699,2.490234375
12.709,2.490234375
